id,value,category
120,-0.15001155935918115,A
121,-0.023121009496251742,D
122,0.15373286198694072,D
123,0.24506671514703407,D
124,-0.1274031263487869,D
125,0.041822675471833985,A
126,-1.587177356597098,C
127,-0.2454338973236561,C
128,-0.07162124632240056,B
129,0.29818060152273584,B
130,1.5990883995356748,C
131,-0.1499125009555015,A
132,-0.15252190425430925,A
133,0.898386557861025,C
134,-0.14203327326733828,B
135,-0.36529994445743197,C
136,1.4645939506712813,C
137,1.0854961464428907,A
138,-0.972292156704766,D
139,-1.181312138743688,C
140,-0.308075387816009,C
141,0.7970081383157186,D
142,1.4790620565638861,D
143,0.19803957907470246,A
144,-0.3026109229865248,A
145,0.1087738750293664,D
146,-0.7667330512275837,C
147,0.7187335819761154,C
148,0.7936061072355748,C
149,1.5673452978216045,B
150,-1.5337129611109843,B
151,0.7610023857445246,B
152,1.0262548062527423,D
153,-0.9484775101664104,B
154,-0.619825041001529,A
155,1.3836603525364528,C
156,-0.8724924654229523,B
157,-1.7473461205080665,B
158,1.0541481944731361,A
159,-0.6272361663800089,B
160,0.7531265299796782,A
161,0.9809943063238481,B
162,0.05744671871205532,D
163,1.2066873008819072,D
164,-0.019302939657808396,A
165,-0.09716893628900142,C
166,0.583810544969012,D
167,-0.05060539780155809,B
168,-1.4200925722866893,A
169,0.4130989760472741,C
170,-0.718735083958579,C
171,-1.018213650655409,B
172,-0.15588938579807496,C
173,0.12071179330824633,B
174,1.4244798138724781,A
175,-0.1263510379851353,A
176,-3.049164314650882,C
177,2.1259165329348932,D
178,1.7137095203807307,A
179,-0.853388744509808,A
180,-0.08364000099979264,B
181,0.6088525821268536,D
182,0.7244659460308067,D
183,-0.0698658297831171,A
184,-1.224921513108819,C
185,-1.0090465181520818,C
186,-0.5169538569732558,D
187,1.3528165448306355,D
188,0.7025851146122257,C
189,-0.2719068418672033,C
190,-0.5167203687128914,C
191,-0.7084465685113289,C
192,-1.5912372822135792,C
193,-0.2783345596996411,D
194,0.9005615307754438,A
195,-1.170137551134371,D
196,-0.3583486264219129,C
197,0.2782347977978592,A
198,1.2423997016411656,C
199,0.19058866706822303,C
200,-0.034192622868064106,D
201,-1.132670190164633,C
202,-1.8206944699324457,A
203,-1.5382566333773104,A
204,0.1643538771159833,D
205,-1.7283157032740768,B
206,0.12260602680141681,D
207,0.06702482228754246,C
208,-0.18102943389020987,A
209,-1.1045927030992977,C
210,-2.063345890596241,C
211,-0.904796993339223,B
212,-0.31830885999179287,D
213,1.1927856872015266,B
214,0.0975605575091477,C
215,1.3126751912279182,A
216,-1.117521819315797,A
217,-1.042422568906714,A
218,1.2013955308770663,B
219,-0.09621472987570309,C
220,-0.05744510295403101,A
221,0.025641888918815303,C
222,-1.418926978908193,C
223,-0.04551876332484507,B
224,-1.5896251761292182,C
225,1.0346561291598777,B
226,0.17560438000427622,C
227,-1.4183696268868518,D
228,0.7185146592234186,C
229,-0.19900397048767088,A
230,-0.9360576875879474,C
231,0.39986285580486075,B
232,-0.8036938176440138,A
233,0.0406967934816402,A
234,0.41401972021924743,D
235,-1.0438552233782872,A
236,0.34509311528360653,A
237,1.2920919382470868,B
238,-2.162763089184136,B
239,-0.7224479298818908,C
240,-0.991773450825485,C
241,0.25719060989643033,D
242,0.16602512390867957,D
243,0.02431570831844013,B
244,0.5368061204148679,C
245,1.5774691912006567,D
246,0.273818478471221,D
247,1.3317118330357294,B
248,-0.0710418744682382,C
249,-0.09759128810771533,C
250,0.1261533024667892,B
251,-0.672622008679484,A
252,1.444602617814129,B
253,-0.08937072976780631,C
254,0.4533745903109111,A
255,-0.37043333523647687,D
256,-1.1543222317887825,B
257,-0.7715066659922513,C
258,0.31217745749297343,A
259,0.014463367046979675,A
260,-1.2010387112617205,B
261,2.2361464178214443,A
262,1.1465029020533721,A
263,-0.01405634259196687,D
264,0.5030385251972683,C
265,1.0719320880555916,D
266,0.011740178432957361,C
267,-1.2187091111144088,C
268,0.7133321808717058,A
269,0.22147463398997166,C
270,0.2727304535888264,C
271,1.3175232116555158,B
272,-0.023815524357089987,C
273,0.6599284046408941,A
274,-0.6823757437250668,C
275,0.9643849385081024,B
276,0.8900506701049259,D
277,2.172148469781825,C
278,-0.11918275959643308,D
279,0.323492004397371,D
280,1.0336930458327214,D
281,-0.005210795760155964,B
282,-0.5158690803084962,D
283,0.8309351524024756,B
284,0.694030088706554,D
285,-0.08284324952240235,B
286,0.1158990313956999,A
287,-0.2567000586368085,C
288,1.2866870087938762,C
289,0.2639036960604454,D
290,-0.11350456607816461,B
291,0.40209963929216813,D
292,-1.402639023587557,A
293,1.1150644791869533,A
294,0.8425406182432387,D
295,-0.28342039803259383,B
296,1.0303846665243435,D
297,0.15378649763482152,C
298,2.700632217514092,D
299,-0.6323088579178777,A
300,-1.1880473224531667,A
301,2.405072838249713,A
302,0.06756664651201534,D
303,-0.9201838772945299,D
304,0.26371367185143607,C
305,-0.36378643987799836,B
306,-1.453448900124141,D
307,-0.06528544577408325,A
308,0.7520089739108599,B
309,-1.184715916605064,D
310,0.032172733535058964,D
311,0.9751249650529298,D
312,-0.4651499784739931,A
313,-0.3736141169321352,C
314,0.032055572361621695,D
315,0.1477496276444987,B
316,1.1018590503638253,D
317,0.3645485120627841,D
318,-2.2427015919929825,A
319,0.2889022463848547,C
320,-0.5407008268271773,C
321,-0.09418631125670145,B
322,-0.2916101037911965,C
323,-2.6481221289399337,A
324,1.5209300040560383,C
325,0.5047339825835327,A
326,-1.0417175093652868,B
327,-2.6236241607390505,C
328,0.5156792018989389,A
329,-1.7090943327392234,B
330,0.1335686792093803,D
331,-0.20084252302358532,C
332,0.03372736083211224,C
333,1.3719297851989996,C
334,-1.1648514094513007,C
335,0.9679856035790227,D
336,-0.5489319902558067,B
337,0.8162310626142503,C
338,-0.9126829489132964,B
339,-0.039823374528685146,B
340,-0.7043986692055608,A
341,0.29683051097657936,B
342,0.5847602664040867,A
343,-1.3034370829423363,C
344,-0.5761239636806026,B
345,0.6787040938882865,C
346,0.6397818666879919,B
347,0.5357229620099931,B
348,-1.149481341914447,C
349,0.05317208448770226,D
350,-0.9998248804458301,B
351,0.5923383061218468,C
352,0.4192639026495739,D
353,-0.9714406229777542,B
354,-0.6333642251478099,B
355,0.9275926972848391,D
356,0.9045862291901319,C
357,0.7380369243457673,B
358,0.4623455481576416,A
359,-0.6600015012796983,C
360,2.329490076181525,D
361,0.28718947955338847,A
362,-0.7922099674891888,C
363,-0.7810265442618871,A
364,0.9247175390448817,D
365,-0.03329344091789691,B
366,-1.4900907618490253,A
367,-0.7119933201709208,A
368,-0.26401314258905706,A
369,-1.6420466743268112,D
370,0.7932570543270078,A
371,-0.2481484027564338,C
372,-0.6142950279405063,A
373,0.451200008352436,A
374,0.0671426315980488,A
375,1.264812807325857,C
376,-1.6900715361024345,D
377,0.28781251504753197,C
378,1.8242090734670535,D
379,-0.28899913940131355,A
380,-0.15854462020784263,B
381,0.4786022486430867,B
382,1.5260221725738017,A
383,-0.8198047340257918,A
384,0.47936350120151516,C
385,0.3728038031812538,C
386,-0.04890997453622727,A
387,-2.676471100470171,C
388,-1.3195718167726909,A
389,1.0526068097110974,D
390,0.04603205442422115,A
391,-0.07834488003821197,B
392,-0.6568878591462208,D
393,-0.9638906633903868,C
394,-1.2765108733558903,B
395,1.2028739291326795,A
396,-0.6308302288115171,B
397,-1.894439961119831,B
398,1.0365863300079552,A
399,0.04572343653857386,D
400,-0.7110708953032322,B
401,-1.2363102299069837,D
402,1.154728193037085,A
403,0.26353420285362594,D
404,-1.5782768420149191,A
405,0.2635406157711404,D
406,0.8389878088489024,A
407,-1.3166133101065323,C
408,-0.21004822014933844,A
409,-1.657206796420097,B
410,0.5597536779419069,D
411,-0.7215446568584679,C
412,0.38610467632235745,A
413,0.04172255171889131,A
414,0.5681095080592048,B
415,0.36725481637144247,D
416,1.7570336680697265,D
417,0.5752476351415264,A
418,1.0482929097997138,A
419,-1.1136553619978944,B
420,1.089330311577518,A
421,-1.5804663234350282,B
422,-0.9479147590949899,A
423,0.2369376856153881,B
424,-0.35939242804539023,D
425,1.0021818418686466,A
426,-0.04315720418796336,C
427,0.5008028561223954,C
428,0.796936355245171,D
429,-1.0018639485256402,B
430,0.8542207485914092,D
431,0.06909242232472124,B
432,-3.481473929168562,A
433,0.4275725015763224,D
434,-0.4884633972584428,B
435,1.0066362677916922,D
436,-0.9598695171627837,A
437,0.0011195562407824286,D
438,-0.2261770929212889,B
439,-0.3510141953275858,A
440,0.7972619013101353,C
441,-1.8137705363683219,B
442,0.20522548110811034,C
443,0.21437117352264645,A
444,-0.23655847720397902,D
445,-0.6870718659523908,A
446,0.65131028335937,A
447,-0.10614132754151999,B
448,-0.22635937094570246,C
449,-0.8253231756380618,C
450,1.495032163775941,A
451,0.08906568571489754,B
452,-0.6359015890656401,C
453,0.6710555914450057,A
454,-0.4979614489090929,A
455,-0.27610188468117763,C
456,-0.47960914630421003,D
457,-0.5278785494065672,B
458,-1.096589519822354,C
459,1.3028806844624938,B
460,1.0624359839773008,A
461,0.9005382996597856,B
462,-0.9252425939930079,D
463,0.6787446724571223,D
464,-0.6788056690213876,B
465,-2.2828606972325183,C
466,0.9072029837771823,D
467,-1.451253902785695,C
468,1.252277929989257,C
469,1.097971891926001,D
470,-0.830597437492173,B
471,1.0425879073357984,B
472,-1.2691818109952442,D
473,-0.5571608096254089,C
474,0.7284538541204925,D
475,2.247130544554351,D
476,0.49828706087272795,C
477,-1.3009869955744038,B
478,-0.6719709273506321,D
479,-0.3139315809460316,B
480,-1.2581728664319376,B
481,0.6231706380896538,C
482,0.9061101229549854,D
483,-0.11752024702077704,C
484,-0.08245089813046953,C
485,-0.6902701540540876,D
486,-0.901789017655778,B
487,0.6123871357003162,C
488,0.8926367757119568,D
489,0.2884546631096547,D
490,1.3061208484719458,A
491,1.2644657451182897,B
492,0.04448580793980232,B
493,-1.0413882739201745,B
494,-0.43460087887336313,B
495,-0.56865310350311,A
496,1.2218045383968839,D
497,1.3920437199742925,A
498,-1.7059139410793318,C
499,0.9379090278030239,C
500,-1.956138964168272,B
501,1.3802847999819627,C
502,-0.5979148128273587,D
503,0.1950055910972711,A
504,-0.12624528944837726,C
505,-0.7955717577868618,D
506,-0.8246249740325682,A
507,0.21368364525190248,C
508,-0.4050218611144564,A
509,1.0806116782389323,C
510,-0.9527590201789315,A
511,-0.891968661782648,D
512,0.966172274809917,D
513,0.9998873097301219,C
514,2.189474730148945,D
515,0.2703386501194875,B
516,-0.20597134212235385,C
517,-0.024331319197680834,B
518,0.11146528711524999,D
519,-0.9788498041923082,A
520,0.8032348362690027,A
521,0.5318688338850548,D
522,-0.5498460635920464,C
523,-1.2176517942857967,D
524,-0.7708452167644219,C
525,-0.1838647968089885,D
526,-0.0796117177649116,A
527,-0.5015665685252716,B
528,1.9824143878886842,A
529,0.6759028336966465,C
530,0.2853907023794578,C
531,0.3743216432911931,C
532,-1.7107264273093639,C
533,-1.555258548435463,A
534,-1.1112621407892833,D
535,-1.4930965136936418,C
536,-1.6621603787935764,A
537,0.6137286787839773,C
538,-0.03588754982357198,D
539,-0.2284785550047115,B
540,-0.5121509565363445,D
541,0.5832941157425616,C
542,1.4135925052371257,D
543,1.3994996218317088,A
544,2.025793110655241,B
545,0.8362009863097096,C
546,-0.19015814582847484,A
547,-1.7771650517803501,A
548,0.15593608993470456,D
549,-0.3350564038011528,C
550,0.9724706137110103,C
551,-0.8149770754724696,C
552,1.4646901238456667,B
553,0.1969851528303147,A
554,0.4956144762344636,C
555,-0.7623827130633739,D
556,-1.4378790101604317,B
557,0.43793499778116585,A
558,-0.7601534207824199,B
559,0.3337753339817671,D
560,0.32184997052751074,C
561,1.0733121089801834,D
562,-0.7760333965437962,A
563,0.3920680676114722,B
564,-0.1958857452032847,B
565,-1.5259857212137145,C
566,-0.015509548685565384,B
567,1.2041848055943647,B
568,1.9695239419491732,D
569,2.1269840630480945,D
570,1.3007759144611357,B
571,1.4540286941069622,D
572,0.09423934462008494,A
573,-0.8438550335916235,A
574,-0.6895961364661016,A
575,1.7336667645384851,A
576,0.803691001165938,B
577,0.6764647911354831,C
578,-1.8024358793953477,B
579,-0.47523276552922084,C
580,-1.2879865028720578,D
581,-0.7989418924506425,D
582,-0.0980456696245147,D
583,0.851694576693113,A
584,1.364780604658116,C
585,-0.6043473318555096,B
586,-1.361748144336779,C
587,1.310063868627928,A
588,0.0521768267164027,D
589,0.25663220785798596,D
590,0.2596713247095804,C
591,0.06936462395786133,A
592,1.159547401044537,A
593,-0.6461175831863196,D
594,-1.6133342113706677,A
595,-1.2065680546463042,D
596,0.22799806942486894,C
597,0.2578447623464301,B
598,-0.3499336849287416,A
599,1.2877889547081207,B
600,-0.7388985292671734,B
601,0.6374803394939376,A
602,0.959137675164753,A
603,-0.22531879928098522,A
604,-0.2033326243283776,A
605,1.1047282626952843,B
606,-0.5085520292803223,A
607,-0.489395469375972,A
608,1.155712067083599,C
609,-0.710223961629231,D
610,-0.5918096540174433,D
611,1.0047115735835943,D
612,1.102917506987788,D
613,0.1319708930970639,A
614,-0.5529562997760524,D
615,-0.9020158544124351,C
616,-0.20254650901055019,B
617,0.29054136262400204,D
618,0.32571138063698074,C
619,-1.068907540036187,A
620,-1.473859982552234,B
621,-0.8507963022558347,C
622,-1.3127603645830248,B
623,0.580455556507749,A
624,-0.36416856523507996,D
625,0.34787794016053536,C
626,0.16750656493701097,A
627,1.9599325139878865,D
628,0.5587668364568894,C
629,-2.3208416295593786,B
630,1.1212832194950286,A
631,-0.33275286305477886,D
632,-0.37165597967230996,A
633,0.8533543354816335,B
634,0.7556521284309068,D
635,0.060778665667003955,C
636,0.9396928672273032,D
637,0.38830139118131324,A
638,-2.078373542150657,B
639,-0.597649994739329,C
640,1.2523546146625912,B
641,-0.6404072233346058,B
642,-0.9080551744965826,A
643,-1.2131388078509118,C
644,0.328507902655005,D
645,-0.22711880206959453,B
646,-0.7552327476238134,B
647,1.912147892845113,B
648,-0.4130018783267432,C
649,-2.3753969966900126,C
650,-0.33046475711172685,A
651,-0.9358641345392935,D
652,0.08710378338593577,B
653,0.020395175312478777,A
654,-0.3746247307357138,A
655,-0.7245946116936482,D
656,1.2144974120564385,C
657,0.8979045590616744,D
658,-1.3940675063797348,A
659,-0.03805072790017368,C
660,1.094932433965007,A
661,-0.5182743997820066,D
662,-0.36137431456371766,C
663,-0.8897000630781882,C
664,0.47759909367807346,C
665,-0.6506666270958534,A
666,0.4932051792450525,C
667,1.2071826839083173,C
668,1.1952030462235528,D
669,0.9353821495353809,A
670,0.7132501419726845,D
671,0.12505495659280486,D
672,2.066594138452794,B
673,-0.28446302505811705,C
674,0.18310024248467982,C
675,-1.651535111130925,B
676,0.09463490084295718,C
677,1.982743670795878,C
678,1.2580153027442582,B
679,-1.4064087273930868,C
680,1.1339745849108636,D
681,-0.5643629402907478,A
682,0.6478397670949412,A
683,-0.1186907626957005,A
684,-0.9824825476597934,C
685,0.3801619948583996,C
686,-0.2805281209204353,C
687,-1.3319718130803337,A
688,-0.30011497904080114,D
689,-0.9027716230385915,B
690,-0.7467955783109052,C
691,0.14156742031708386,B
692,-0.39978636307745535,D
693,-0.32014786243525173,D
694,0.1249724096087203,A
695,0.06287065960161373,A
696,0.02625583077029821,C
697,-0.4095569622782879,B
698,0.08246222796186935,B
699,-1.121290299748638,D
700,1.2684073647467056,C
701,0.20690611833626074,C
702,1.0354259981955944,B
703,-1.5311214820062629,D
704,-0.29668114082575037,A
705,-1.5288391897178002,C
706,-0.33120239810091817,A
707,-0.2563877314509288,B
708,-0.29455425164141585,B
709,0.11979180124144666,C
710,0.16004414035116546,C
711,-0.930148278625723,C
712,1.0840060753562852,C
713,0.2399695732525714,B
714,-0.749385354162636,A
715,1.3273032063851304,B
716,0.9617113663014184,D
717,-0.7883814206780951,D
718,-0.42790830624877507,C
719,-0.11255104355656893,B
720,-0.4098538449342659,B
721,-0.6134641933889358,D
722,0.7267523199202774,C
723,-0.04350352696851245,C
724,-0.417408738488098,D
725,0.547691696193934,C
726,-0.17368658261894546,D
727,-0.06291251747894618,D
728,-0.1622994945025725,B
729,2.49807888312291,B
730,1.4962086836977986,B
731,-0.30948539511507905,A
732,0.10485603258509099,B
733,-0.11257791529815749,A
734,1.5028967325905727,D
735,0.06361796796625603,A
736,-0.6124394075240864,A
737,-0.7404036272130398,C
738,-0.5061445680152815,A
739,-0.8484432605047372,A
740,1.90409731885167,A
741,-0.6075141266508534,A
742,-0.5412005204740226,A
743,-0.8171700502864568,B
744,-2.1627743125415333,B
745,1.098065334874552,A
746,0.8557767829201192,C
747,0.2194472631743853,D
748,2.106428247098367,D
749,-1.066431546918982,B
750,0.13559105081347042,D
751,0.7730382458405882,B
752,-1.571667135729818,D
753,-2.1177366021460124,C
754,-1.3736446173952748,D
755,0.8876767876945287,A
756,-1.1028244483388616,A
757,1.0581689012692013,A
758,-0.46725059132519386,D
759,-1.59850836633225,B
760,-0.2462618239779292,D
761,0.403132097691087,B
762,0.25028732893146,D
763,-0.7403832676230685,B
764,-1.0087979262728473,D
765,0.09893388048365319,A
766,-0.6335622719367455,C
767,-0.9901840419071191,A
768,0.4999488326343451,D
769,-0.006991027619062751,D
770,0.0748675685689721,D
771,0.4651532162749641,A
772,-1.1789570320492013,D
773,0.7699944568378934,D
774,-1.2655010672872333,D
775,-2.3322667571790907,D
776,-1.0480621792485065,B
777,1.3778322716553943,A
778,-0.7826648571296625,B
779,0.6859647530123356,D
780,1.835570160577798,B
781,-0.2446395671081083,B
782,-0.2745948063594989,A
783,0.09928882712919071,B
784,-1.1396709436230508,D
785,0.4970605665580514,D
786,0.8242735773344906,D
787,-0.6623212873917342,C
788,0.4146383453872988,C
789,-0.4238619307185806,B
790,-2.1263923443222543,D
791,-2.0224241351763568,C
792,-1.1581246186204321,D
793,0.44118297062635387,D
794,0.8766672645672504,C
795,0.7959565309583564,D
796,-0.41021447319951687,A
797,1.9160952589280065,D
798,0.194612256684927,B
799,-2.4395242162472686,C
800,-0.04659245641040956,D
801,-0.33527162934064497,B
802,1.9759166199001577,A
803,-1.1000717635677073,A
804,-0.09732883514449049,A
805,0.9218382668872256,D
806,-0.68909804323006,D
807,-0.34234671694343394,C
808,0.3760942832273887,C
809,0.8793006185379537,A
810,0.7337764905144327,A
811,1.2362463956050693,C
812,-0.490464413561731,A
813,2.0441130487320875,C
814,0.702123507349312,C
815,-1.9002702854691789,C
816,0.12064131370327941,D
817,-0.10120098805908681,A
818,-0.8991774309683794,B
819,0.010740122044844494,D
820,-0.2104436617273756,D
821,-0.5291053564664695,B
822,-0.2841758103796904,B
823,-0.526225902258475,D
824,0.3489707815369882,A
825,0.0407972475830731,C
826,0.2220904283226365,B
827,0.2651484976103191,C
828,-0.10966910032840523,B
829,1.213993636858548,B
830,-0.2921988392650832,C
831,-1.1433631743219717,C
832,0.37066956753177743,B
833,0.4907397842735623,D
834,0.9512642450704971,B
835,1.768753049522171,D
836,1.4040068867231106,B
837,1.3088562471123555,D
838,-0.7040107714694633,C
839,-0.4974947810934053,C
840,-1.0933882930903913,B
841,-0.31608038930057747,A
842,0.9938468660026375,B
843,1.1142258287959599,B
844,-1.2646269825284342,A
845,0.40598645592937843,B
846,-1.6651620549726178,A
847,1.1154252088188705,A
848,0.059195144244305935,A
849,-0.11474640535636492,A
850,0.6985273035715606,B
851,0.8401382192404474,A
852,1.9018563923269294,B
853,0.5089392429535917,C
854,-0.240486865350067,C
855,0.23870492291736553,A
856,-1.1197504943790704,A
857,-0.15520125216853575,B
858,0.17573415148471708,A
859,0.6384193030366808,D
860,1.616664917805749,D
861,0.40638211090881443,C
862,0.4635101806367022,D
863,-1.2348467285570457,D
864,-0.22350646707451147,C
865,-0.5400476730279139,B
866,0.8366556431668936,B
867,-0.015951292501123943,A
868,1.2104675972191117,A
869,1.2390841661317333,A
870,-1.3212864508987008,C
871,1.6922545466701155,C
872,-0.8220751493741952,C
873,-0.5153179318184818,A
874,-0.23230900771494611,C
875,-0.17338089582967062,B
876,2.5784455909330912,B
877,1.5908517112637481,C
878,0.6187364709089763,D
879,0.19469194482233862,A
880,1.4617109999589095,D
881,1.3144143168882025,B
882,-0.9831884043797074,C
883,0.8101776982108315,B
884,0.1765880044833929,A
885,0.7282494846726073,C
886,0.4883448321274586,A
887,-1.0554744822196798,B
888,-0.9053995312943589,D
889,-0.4951267138346465,C
890,0.0701901010140934,D
891,-0.4548310973505318,D
892,-0.014346239252889456,B
893,-0.3076301217839996,C
894,-0.8564929622475332,A
895,-0.30213560848451176,C
896,-1.7014407125094466,B
897,0.07139347566508622,C
898,-1.3351643508609845,D
899,0.7194849464132612,B
900,2.1050323305526404,B
901,0.9865635083033889,C
902,0.36657388857668777,A
903,0.24410982994368483,D
904,1.0422495381135533,D
905,-0.09515753971491246,A
906,1.8872886297531184,A
907,-0.10729947640544918,C
908,-0.901350131207639,A
909,-0.4877110060280374,C
910,-0.7652536522614112,D
911,-0.5797740197972416,B
912,0.3026195299953314,C
913,1.101235465244635,A
914,-0.22055013021957504,A
915,-0.15863251824900046,B
916,0.9699563955256341,B
917,0.5450000650699747,A
918,1.5988100104681802,D
919,0.24329494681522768,A
920,0.3377226860810715,A
921,0.686292758035728,B
922,0.04078869528121148,C
923,1.5823849970734603,B
924,0.4168222997744737,A
925,-1.023762405082911,A
926,0.13376189267310015,D
927,0.4511591843191104,B
928,-0.6994473934872679,B
929,0.13507409279522722,C
930,-0.09023292272989117,B
931,-0.6460946210207548,C
932,-0.7786814069875414,D
933,1.3663977105632958,D
934,-0.6630365296868037,D
935,0.3917530585257858,B
936,0.55282192246584,D
937,0.8392698845672365,A
938,-0.39600194010863576,B
939,0.6556420531639854,B
940,0.45441588837707614,C
941,0.25247730885370906,C
942,-0.24810564544235922,C
943,-0.5060946490292628,D
944,0.2014342009299636,B
945,0.8771191371760881,C
946,-1.0272821052138341,D
947,-0.9338985261873478,C
948,-0.42309627866420185,B
949,-0.2593324243546362,D
950,1.4073617977663722,A
951,-0.6398541437895087,B
952,-1.919940120546374,B
953,0.4631726775347181,C
954,0.6521382572522406,D
955,0.46227318308993565,B
956,1.4224374438819354,B
957,-1.1643101353728642,A
958,0.027936489568598646,B
959,-0.20594849640970697,A
960,1.719292303785089,A
961,-0.3146638795320559,C
962,1.1275320569801344,A
963,-0.34845570925606256,C
964,-0.6422105107692806,A
965,-1.1380227466427877,A
966,-1.627037365222356,D
967,0.38720298141898,A
968,-0.8287671886713116,D
969,0.05009655917189984,C
970,-0.044981926071931105,C
971,-1.5824722876951525,D
972,-2.7665931466179896,B
973,-1.9030099853293214,A
974,1.1715177587392613,A
975,-1.2279201598468745,C
976,0.6029093930894998,A
977,1.3593631241933273,A
978,0.2810682673203749,B
979,-1.8858549424678632,B
980,-0.48992263208729553,D
981,1.1873515938613204,A
982,-0.836727633315918,A
983,0.43370224129780804,C
984,-0.30086907478733166,C
985,0.18098419436183316,A
986,0.7229140350297687,C
987,1.849585246987009,B
988,0.36180268770174606,A
989,0.5468259991111439,C
990,0.37432252763246715,C
991,0.07706937391609621,C
992,-0.7778658774588265,B
993,-1.2248180265088,B
994,-0.1373406066774855,D
995,0.1657203901976311,B
996,-1.7496957387552814,D
997,0.5619847903530316,B
998,0.677028425815635,C
999,-0.5233753256072912,D
1000,1.1085937181195227,D
1001,0.06735759290934572,A
1002,-1.1233476512669125,A
1003,2.326923583647713,A
1004,-1.8728421226684224,B
1005,-0.6924427678308593,C
1006,1.711235179264164,C
1007,-0.5582525759037847,D
1008,0.8531989670105634,D
1009,0.4151586936927458,C
1010,1.0222290956871696,A
1011,0.9448111979439744,A
1012,0.06137386356611491,A
1013,0.7780398562445437,C
1014,0.47580570820607315,C
1015,0.6867968801316353,A
1016,0.8507086086557807,D
1017,-0.5227559025273789,B
1018,-0.26693904394049356,D
1019,-0.1020676746708406,A
1020,-0.042196847016487724,B
1021,-0.33710316750654074,C
1022,0.49610987669170903,C
1023,-0.8343492811123279,A
1024,1.4241807178477426,B
1025,0.9870257022786268,C
1026,0.3589795740116863,D
1027,-0.3281797588633214,D
1028,-0.6252599154419303,B
1029,0.3600926312635699,B
1030,1.7130854960708406,B
1031,-1.1668388858117804,D
1032,-1.4972357020042812,D
1033,0.8487092633947444,C
1034,-0.09534977784362811,B
1035,-0.16326678916289022,B
1036,0.2099582333250263,B
1037,-0.2802520475647798,A
1038,0.5883892654130127,B
1039,2.055841419513474,B
1040,0.921303586626013,A
1041,0.41428874259885506,A
1042,-0.29862085083567363,A
1043,0.48320027308970537,D
